X,Y,aun,school_num,location_id,school_name,school_name_label,street_address,zip_code,phone_number,grade_level,grade_org,enrollment,type,type_specific,objectid
-8363029.1515512,4863680.18061688,126515001,8143,5700,KENSINGTON HIGH SCHOOL,KENSINGTON HIGH SCHOOL,2051 E CUMBERLAND ST,19125,(215) 400-7700,HIGH SCHOOL,9-12,447,1,DISTRICT,334
-8366829.67156608,4854451.89064491,126515001,7228,2540,"KEY, FRANCIS SCOTT SCHOOL",FRANCIS S. KEY SCHOOL,2230 S 8TH ST,19148,(215) 400-8250,ELEMENTARY SCHOOL,K-6,349,1,DISTRICT,335
-8366959.70602715,4874150.58257146,126515001,6675,6060,"KING, MARTIN LUTHER HIGH SCHOOL",MARTIN LUTHER KING HIGH SCHOOL,6100 STENTON AVE,19138,(215) 400-3500,HIGH SCHOOL,9-12,604,1,DISTRICT,336
-8366379.52488859,4855778.1815634,126515001,3647,2580,"KIRKBRIDE, ELIZA B. SCHOOL",ELIZA B. KIRKBRIDE SCHOOL,1501 S 7TH ST,19147,(215) 400-7980,ELEMENTARY/MIDDLE,K-8,481,1,DISTRICT,337
-8376303.44700429,4863324.32759123,126515001,7472,4370,OVERBROOK ELEMENTARY SCHOOL,OVERBROOK ELEMENTARY SCHOOL,2032 N 62ND ST,19151,(215) 400-7520,ELEMENTARY/MIDDLE,K-8,215,1,DISTRICT,338
-8375517.74196595,4863185.70307058,126515001,3857,4020,OVERBROOK HIGH SCHOOL,OVERBROOK HIGH SCHOOL,5898 LANCASTER AVE,19131,(215) 400-7300,HIGH SCHOOL,9-12,466,1,DISTRICT,339
-8366693.50155056,4860567.72388109,126515001,7782,5080,PARKWAY CENTER CITY MIDDLE COLLEGE HIGH SCHOOL,PARKWAY CENTER CITY MIDDLE COLLEGE HIGH SCHOOL,540 N 13TH ST,19123,(215) 400-7620,HIGH SCHOOL,9-12,449,1,DISTRICT,340
-8372985.50791638,4860799.76446111,126515001,7808,5090,PARKWAY WEST HIGH SCHOOL,PARKWAY WEST HIGH SCHOOL,4725 FAIRMOUNT AVE,19139,(215) 400-7710,HIGH SCHOOL,9-12,140,1,DISTRICT,341
-8367348.49063361,4874149.28389357,126515001,6548,5070,PARKWAY-NORTHWEST HIGH SCHOOL,PARKWAY NORTHWEST HIGH SCHOOL,6200 CRITTENDEN ST,19138,(215) 400-3390,HIGH SCHOOL,9-12,248,1,DISTRICT,342
-8375318.03469988,4853756.91437253,126515001,3613,1400,"PATTERSON, JOHN M. SCHOOL",JOHN M. PATTERSON SCHOOL,7000 BUIST AVE,19142,(215) 400-8190,ELEMENTARY SCHOOL,K-4,353,1,DISTRICT,343
-8367698.77827737,4865742.03874976,126515001,3675,4380,"PEIRCE, THOMAS M. SCHOOL",THOMAS M. PEIRCE SCHOOL,2300 W CAMBRIA ST,19132,(215) 400-7020,ELEMENTARY SCHOOL,K-5,292,1,DISTRICT,344
-8372137.08032117,4859129.09284254,126515001,7706,1280,PENN ALEXANDER SCHOOL,SADIE ALEXANDER SCHOOL,4209 SPRUCE ST,19104,(215) 400-7760,ELEMENTARY/MIDDLE,K-8,601,1,DISTRICT,345
-8363116.6442247,4861977.11926099,126515001,7244,5160,PENN TREATY HIGH SCHOOL,PENN TREATY HIGH SCHOOL,600 E THOMPSON ST,19125,(215) 400-3800,MIDDLE/HIGH,6-12,345,1,DISTRICT,346
-8365746.72678858,4872250.18300667,126515001,3722,6340,"PENNELL, JOSEPH ELEMENTARY",JOSEPH PENNELL SCHOOL,1800 NEDRO AVE,19141,(215) 400-3680,ELEMENTARY SCHOOL,K-5,249,1,DISTRICT,347
-8366655.65188831,4875429.50153744,126515001,6539,6350,"PENNYPACKER, SAMUEL SCHOOL",SAMUEL PENNYPACKER SCHOOL,1858 E WASHINGTON LN,19138,(215) 400-3510,ELEMENTARY/MIDDLE,K-8,302,1,DISTRICT,348
-8376527.08580779,4852554.84687635,126515001,3616,1440,PENROSE SCHOOL,PENROSE SCHOOL,2515 S 78TH ST,19153,(215) 400-8310,ELEMENTARY/MIDDLE,K-8,429,1,DISTRICT,349
-8366153.53991151,4863822.04808477,126515001,7850,5050,PHILADELPHIA MILITARY ACADEMY,PHILADELPHIA MILITARY ACADEMY,2118 N 13TH ST,19122,(215) 400-7420,HIGH SCHOOL,9-12,264,1,DISTRICT,350
-8366387.32890382,4874130.29024164,326510173,,,EXCELSIOR SCHOOL OF PHILADELPHIA,EXCELSIOR SCHOOL OF PHILADELPHIA,2106 HAINES ST,19138,(267) 900-5494,ELEMENTARY SCHOOL,PREK-5,,3,PRIVATE,351
-8364795.00601687,4860569.51450268,326517786,,,QUADRAT ACADEMY,QUADRAT ACADEMY,222 BROWN ST,19123,(267) 997-7744,MIDDLE/HIGH,6-12,,3,PRIVATE,352
-8367317.55105461,4858446.72969977,326513292,,,REVOLUTION SCHOOL,REVOLUTION SCHOOL,230 S BROAD ST,19102,(215) 631-3697,HIGH SCHOOL,9-12,,3,PRIVATE,353
-8363407.50140057,4871952.72013552,226517319,,,SOPHIA ACADEMY,SOPHIA ACADEMY,5900 N 5TH ST,19120,(267) 595-4723,HIGH SCHOOL,9-12,,3,PRIVATE,354
-8363309.78555139,4871829.17597943,126515001,7232,7350,"LOWELL, JAMES R. SCHOOL",JAMES R. LOWELL SCHOOL,450 W NEDRO AVE,19120,(215) 400-3740,ELEMENTARY SCHOOL,K-4,430,1,DISTRICT,355
-8365200.44025461,4861958.25247439,126515001,3694,5340,"LUDLOW, JAMES R. SCHOOL",JAMES R. LUDLOW SCHOOL,550 W MASTER ST,19122,(215) 400-7430,ELEMENTARY/MIDDLE,K-8,237,1,DISTRICT,356
-8358701.28086186,4868074.35872503,126515001,3797,7360,"MARSHALL, JOHN SCHOOL",JOHN MARSHALL SCHOOL,4500 GRISCOM ST,19124,(215) 400-3950,ELEMENTARY SCHOOL,K-5,243,1,DISTRICT,357
-8363941.23453689,4870328.94806214,126515001,7521,5500,"MARSHALL, THURGOOD SCHOOL",THURGOOD MARSHALL SCHOOL,5120 N 6TH ST,19120,(215) 400-3770,ELEMENTARY/MIDDLE,K-8,551,1,DISTRICT,358
-8371626.86957763,4862347.02053062,126515001,7903,1030,HIGH SCHOOL OF THE FUTURE,HIGH SCHOOL OF THE FUTURE,4021 PARKSIDE AVE,19104,(215) 400-7790,HIGH SCHOOL,9-12,648,1,DISTRICT,359
-8368462.13179163,4876296.35019032,126515001,7229,6460,HILL-FREEDMAN WORLD ACADEMY,HILL-FREEDMAN WORLD ACADEMY,1100 E MT PLEASANT AVE,19150,(215) 400-3530,MIDDLE/HIGH,6-12,650,1,DISTRICT,360
-8349975.71307733,4873936.31874757,126515001,3766,8270,"HOLME, THOMAS SCHOOL",THOMAS HOLME SCHOOL,9125 ACADEMY RD,19114,(215) 400-3130,ELEMENTARY/MIDDLE,K-8,787,1,DISTRICT,361
-8360344.99443449,4867164.92698638,126515001,3742,7300,"HOPKINSON, FRANCIS SCHOOL",FRANCIS HOPKINSON SCHOOL,4001 L ST,19124,(215) 400-3970,ELEMENTARY/MIDDLE,K-8,547,1,DISTRICT,362
-8370649.07217489,4874537.92541555,126515001,3713,6260,"HOUSTON, HENRY H. SCHOOL",HENRY H. HOUSTON SCHOOL,7300 RURAL LN,19119,(215) 400-3490,ELEMENTARY/MIDDLE,K-8,473,1,DISTRICT,363
-8364792.48429925,4871948.3987367,126515001,3743,7320,"HOWE, JULIA WARD SCHOOL",JULIA W. HOWE SCHOOL,5800 N 13TH ST,19141,(215) 400-3650,ELEMENTARY SCHOOL,K-5,225,1,DISTRICT,364
-8363670.21860611,4864112.66810904,126515001,3693,5330,"HUNTER, WILLIAM H. SCHOOL",WILLIAM H. HUNTER SCHOOL,2400 N FRONT ST,19133,(215) 400-7110,ELEMENTARY/MIDDLE,K-8,357,1,DISTRICT,365
-8367160.43112016,4856446.41521027,126515001,3642,2510,"COPPIN, FANNY JACKSON SCHOOL
",FANNY JACKSON COPPIN SCHOOL,1213 S 12TH ST,19147,(215) 400-7970,ELEMENTARY/MIDDLE,K-8,541,1,DISTRICT,366
-8371600.66346575,4876817.68244162,126515001,3714,6270,JENKS ACADEMY ARTS & SCIENCES,JENKS ACADEMY FOR ARTS AND SCIENCES,8301 GERMANTOWN AVE,19118,(215) 400-3360,ELEMENTARY/MIDDLE,K-8,380,1,DISTRICT,367
-8367712.73120713,4854163.48389933,126515001,7227,2520,"JENKS, ABRAM SCHOOL",ABRAM S. JENKS SCHOOL,2501 S 13TH ST,19148,(215) 400-8240,ELEMENTARY SCHOOL,K-5,272,1,DISTRICT,368
-8361339.5595379,4867741.71718466,126515001,7963,7150,JUNIATA PARK ACADEMY,JUNIATA PARK ACADEMY,801 E HUNTING PARK AVE,19124,(215) 400-7010,ELEMENTARY/MIDDLE,K-8,784,1,DISTRICT,369
-8365451.49323815,4860691.54337393,126515001,3645,5480,"KEARNY, GEN. PHILIP SCHOOL",GENERAL PHILIP KEARNY SCHOOL,601 FAIRMOUNT AVE,19123,(215) 400-7590,ELEMENTARY/MIDDLE,K-8,193,1,DISTRICT,370
-8369035.70700681,4863093.26812088,126515001,3626,4560,"KELLEY, WILLIAM D. SCHOOL",WILLIAM D. KELLEY SCHOOL,1601 N 28TH ST,19121,(215) 400-7370,ELEMENTARY/MIDDLE,K-8,205,1,DISTRICT,371
-8352971.67401024,4870964.0059743,126515001,3764,8250,"FORREST, EDWIN SCHOOL",EDWIN FORREST SCHOOL,7300 COTTAGE ST,19136,(215) 400-3330,ELEMENTARY SCHOOL,K-5,798,1,DISTRICT,372
-8357955.7922245,4876826.20741204,126515001,3765,8260,FOX CHASE SCHOOL,FOX CHASE SCHOOL,500 RHAWN ST,19111,(215) 400-3170,ELEMENTARY SCHOOL,K-5,500,1,DISTRICT,373
-8364628.50137006,4865532.19035079,126515001,5121,5390,POTTER-THOMAS SCHOOL,POTTER-THOMAS SCHOOL,3001 N 6TH ST,19133,(215) 400-7120,ELEMENTARY/MIDDLE,K-8,341,1,DISTRICT,374
-8354738.01957106,4868416.54511998,,,3404,TACONY ACADEMY CHARTER SCHOOL,TACONY ACADEMY CHARTER SCHOOL (HIGH SCHOOL),6201 KEYSTONE ST,19135,(215) 515-5900,HIGH SCHOOL,9-12,,2,CHARTER,375
-8365401.42966255,4873464.93421181,126515001,3835,7130,"WAGNER, GEN. LOUIS MIDDLE SCH.",GENERAL LOUIS WAGNER SCHOOL,1701 CHELTEN AVE,19126,(215) 400-3560,MIDDLE SCHOOL,6-8,294,1,DISTRICT,376
-8367621.89350469,4860842.99107262,126515001,7225,2490,"WARING, LAURA W. SCHOOL",LAURA W. WARING SCHOOL,1801 GREEN ST,19130,(215) 400-7560,ELEMENTARY/MIDDLE,K-8,170,1,DISTRICT,377
-8351905.52897917,4881385.38143267,126515001,6527,8030,"WASHINGTON, GEORGE HIGH SCHOOL",GEORGE WASHINGTON HIGH SCHOOL,10175 BUSTLETON AVE,19116,(215) 400-3100,HIGH SCHOOL,9-12,1795,1,DISTRICT,378
-8362094.05856317,4871099.33137146,126515001,7663,7370,"WASHINGTON, GROVER JR. MIDDLE","GROVER WASHINGTON, JR. SCHOOL",201 E OLNEY AVE,19120,(215) 400-3820,MIDDLE SCHOOL,5-8,332,1,DISTRICT,379
-8372479.76534031,4861034.21399833,126515001,3615,1420,"WASHINGTON, MARTHA SCHOOL",MARTHA WASHINGTON SCHOOL,766 N 44TH ST,19104,(215) 400-7770,ELEMENTARY/MIDDLE,K-8,213,1,DISTRICT,380
-8360706.22154339,4865389.0783266,126515001,5124,5590,"WEBSTER, JOHN H. SCHOOL",JOHN H. WEBSTER SCHOOL,3400 FRANKFORD AVE,19134,(215) 400-7170,ELEMENTARY SCHOOL,K-5,413,1,DISTRICT,381
-8364471.05783021,4863980.76450417,126515001,3703,5420,"WELSH, JOHN SCHOOL",JOHN WELSH SCHOOL,2331 N 4TH ST,19133,(215) 400-7130,ELEMENTARY/MIDDLE,K-8,185,1,DISTRICT,382
-8373413.58097155,4859856.80482662,126515001,3860,1020,WEST PHILADELPHIA HIGH SCHOOL,WEST PHILADELPHIA HIGH SCHOOL,4901 CHESTNUT ST,19139,(215) 400-7900,HIGH SCHOOL,9-12,729,1,DISTRICT,383
-8349640.32513772,4882471.04397948,126513150,7574,3328,"MATH, SCIENCE AND TECHNOLOGY","MATHEMATICS, SCIENCE, AND TECHNOLOGY COMMUNITY CHARTER SCHOOL (MAST)",1800 BYBERRY RD,19116,(267) 348-1100,ELEMENTARY/MIDDLE/HIGH,K-12,1486,2,CHARTER,384
-8368057.51141746,4876502.52906485,,,,,AD PRIMA CHARTER SCHOOL,8034 THOURON AVE,19150,(215) 488-7095,ELEMENTARY/MIDDLE,K-8,,2,CHARTER,385
-8372860.37033128,4860032.2747641,,,,KIPP PHILADELPHIA OCTAVIUS CATTO ELEMENTARY,KIPP OCTAVIUS CATTO CHARTER SCHOOL,4601 MARKET ST,19139,(267) 417-3070,ELEMENTARY SCHOOL,K-4,476,2,CHARTER,386
-8361969.23657444,4862519.31096103,,,,MARITIME ACADEMY CHARTER SCHOOL (MACS),MARITIME ACADEMY CHARTER SCHOOL (MACS),2700 E HUNTINGDON ST,19125,(215) 427-3090,HIGH SCHOOL,9-12,,2,CHARTER,387
-8367114.85511251,4853282.40297293,,,,MASTERY SCHOOL THOMAS CAMPUS,MASTERY SCHOOL THOMAS CAMPUS,814 BIGLER ST,19148,(267) 296-7000,ELEMENTARY SCHOOL,K-6,,2,CHARTER,388
-8351694.6464986,4870812.15397355,,,,NEW FOUNDATIONS CHARTER SCHOOL,NEW FOUNDATIONS CHARTER SCHOOL,4850 RHAWN ST,19136,(215) 344-6410,HIGH SCHOOL,9-12,,2,CHARTER,389
-8362744.05297098,4870124.229381,126513452,8205,3414,OLNEY HIGH SCHOOL,OLNEY HIGH SCHOOL CONTINUATION ACADEMY,100 W DUNCANNON AVE,19120,(215) 400-9140,HIGH SCHOOL,9-12,17,1,CONTRACTED,390
-8360717.25461782,4866709.58444386,,,8890,ONE BRIGHT RAY-SIMPSON CAMPUS,ONE BRIGHT RAY - SIMPSON EVENING,1142 E ERIE AVE,19124,(215) 744-6000,HIGH SCHOOL,9-12,131,1,CONTRACTED,391
-8362948.48480614,4865757.71255509,133513315,8149,3406,JOHN B STETSON MIDDLE SCHOOL,JOHN B STETSON MIDDLE SCHOOL CONTINUATION ACADEMY,3200 B ST,19134,(215) 400-9150,,5-8,13,1,CONTRACTED,392
-8368244.1938692,4873508.90467306,,,,,WISSAHICKON CHARTER SCHOOL,815 E WASHINGTON LN,19138,(267) 774-4370,ELEMENTARY/MIDDLE,K-8,,2,CHARTER,393
-8362101.59464061,4871067.75559173,,,,EXCEL ACADEMY CENTRAL,EXCEL ACADEMY CENTRAL,201 E OLNEY AVE,19120,(215) 346-8970,HIGH SCHOOL,9-12,199,1,CONTRACTED,394
-8359912.33785674,4865735.12578827,,,,BETHEL BAPTIST ACADEMY,BETHEL BAPTIST ACADEMY,2080 CASTOR AVE,19134,(215) 426-1909,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE,395
-8375521.97768237,4859781.80051033,126515001,7245,1100,"SAYRE, WILLIAM L. HIGH SCHOOL",WILLIAM L. SAYRE HIGH SCHOOL,5800 WALNUT ST,19139,(215) 400-7800,HIGH SCHOOL,9-12,439,1,DISTRICT,396
-8375938.37149599,4863938.64147911,126515001,,2680,SCIENCE LEADERSHIP ACADEMY AT BEEBER,THE SCIENCE LEADERSHIP ACADEMY AT BEEBER,5925 MALVERN AVE,19131,(215) 400-7270,MIDDLE/HIGH,5-12,492,1,DISTRICT,397
-8366992.58814469,4860650.57181108,126515001,7906,2650,SCIENCE LEADERSHIP ACADEMY,SCIENCE LEADERSHIP ACADEMY,550 N BROAD ST,19130,(215) 400-7830,HIGH SCHOOL,9-12,510,1,DISTRICT,398
-8370628.99210223,4859803.31393686,126515001,,2050,SCIENCE LEADERSHIP ACADEMY MIDDLE SCHOOL,SCIENCE LEADERSHIP ACADEMY MIDDLE SCHOOL,3610 WARREN ST,19104,(215) 400-8320,MIDDLE SCHOOL,5-8,351,1,DISTRICT,399
-8365753.35582895,4854159.35723193,126515001,3653,2630,"SHARSWOOD, GEORGE SCHOOL",GEORGE W. SHARSWOOD SCHOOL,2300 S 2ND ST,19148,(215) 400-8270,ELEMENTARY/MIDDLE,K-8,317,1,DISTRICT,400
-8375516.29486098,4873425.74442936,126515001,3725,6380,SHAWMONT SCHOOL,SHAWMONT SCHOOL,535 SHAWMONT AVE,19128,(215) 400-3440,ELEMENTARY/MIDDLE,K-8,457,1,DISTRICT,401
-8363614.79405715,4865019.70302633,126515001,3702,5410,"SHEPPARD, ISAAC A. SCHOOL",ISAAC A. SHEPPARD SCHOOL,120 W CAMBRIA ST,19133,(215) 400-7070,ELEMENTARY SCHOOL,K-4,107,1,DISTRICT,402
-8361677.25188271,4865881.52715532,126515001,3800,5530,GLORIA CASAREZ ELEMENTARY SCHOOL,GLORIA CASAREZ ELEMENTARY SCHOOL,800 E ONTARIO ST,19134,(215) 400-7160,ELEMENTARY SCHOOL,K-5,438,1,DISTRICT,403
-8356155.46329058,4872465.29831741,126515001,3773,8340,"SOLIS-COHEN, SOLOMON SCHOOL",SOLOMON SOLIS-COHEN SCHOOL,7001 HORROCKS ST,19149,(215) 400-3250,ELEMENTARY SCHOOL,K-5,1354,1,DISTRICT,404
-8367711.68459755,4854879.81538424,126515001,3859,2000,SOUTH PHILADELPHIA HIGH SCHOOL,SOUTH PHILADELPHIA HIGH SCHOOL,2101 S BROAD ST,19148,(215) 400-8400,HIGH SCHOOL,9-12,647,1,DISTRICT,405
-8366799.87435863,4855179.33851252,126515001,3654,2640,SOUTHWARK SCHOOL,SOUTHWARK SCHOOL,1835 S 9TH ST,19148,(215) 400-8280,ELEMENTARY/MIDDLE,K-8,889,1,DISTRICT,406
-8366343.28161768,4860880.94159043,126515001,3655,5560,SPRING GARDEN SCHOOL,SPRING GARDEN SCHOOL,1146 MELON ST,19123,(215) 400-7610,ELEMENTARY/MIDDLE,K-8,247,1,DISTRICT,407
-8357065.94738012,4871384.63116475,126515001,7234,8350,"SPRUANCE, GILBERT SCHOOL",GILBERT SPRUANCE SCHOOL,6401 HORROCKS ST,19149,(215) 400-3290,ELEMENTARY/MIDDLE,K-8,1259,1,DISTRICT,408
-8367980.76523387,4857290.52843607,126515001,3635,2450,"STANTON, EDWIN M. SCHOOL",EDWIN M. STANTON SCHOOL,901 S 17TH ST,19146,(215) 400-7960,ELEMENTARY/MIDDLE,K-8,316,1,DISTRICT,409
-8358436.43399686,4867650.19511052,126515001,4963,7290,"STEARNE, ALLEN M. SCHOOL",ALLEN M. STEARNE SCHOOL,1655 UNITY ST,19124,(215) 400-3980,ELEMENTARY/MIDDLE,K-8,370,1,DISTRICT,410
-8366426.79568612,4868673.89659028,126515001,3727,6390,"STEEL, EDWARD SCHOOL",EDWARD T. STEEL SCHOOL,4301 WAYNE AVE,19140,(215) 400-3910,ELEMENTARY/MIDDLE,K-8,331,1,DISTRICT,411
-8369447.33875207,4864597.27176853,126515001,7255,4140,STRAWBERRY MANSION HIGH SCHOOL,STRAWBERRY MANSION HIGH SCHOOL,3133 RIDGE AVE,19121,(215) 400-7500,HIGH SCHOOL,9-12,275,1,DISTRICT,412
-8356409.90220412,4868262.1047941,126515001,3753,7430,"SULLIVAN, JAMES J. SCHOOL",JAMES J. SULLIVAN SCHOOL,5300 DITMAN ST,19124,(215) 400-3960,ELEMENTARY SCHOOL,K-5,378,1,DISTRICT,413
-8350519.01658501,4879336.39372856,126515001,7072,8090,SWENSON ARTS/TECH HIGH SCHOOL,SWENSON ARTS AND TECHNOLOGY HIGH SCHOOL,2750 RED LION RD,19114,(215) 400-3140,HIGH SCHOOL,9-12,780,1,DISTRICT,414
-8369452.01975744,4864512.84230252,126515001,,,ONE BRIGHT RAY MANSION,ONE BRIGHT RAY -  MANSION,3133 RIDGE AVE,19121,(215) 999-3110,HIGH SCHOOL,9-12,105,1,CONTRACTED,415
-8369442.80491312,4864512.30013883,126515001,,,ONE BRIGHT RAY MANSION EVENING,ONE BRIGHT RAY -  MANSION EVENING,3133 RIDGE AVE,19121,(215) 999-3110,HIGH SCHOOL,9-12,75,1,CONTRACTED,416
-8360290.05406864,4865662.12760502,126516724,,,DEEP ROOTS CHARTER SCHOOL,DEEP ROOTS CHARTER SCHOOL,3556 FRANKFORD AVE,19134,(267) 399-3727,ELEMENTARY SCHOOL,K-5,343,2,CHARTER,417
-8366340.92343548,4867902.74277278,126517643,,,MASTERY PREP ELEMENTARY CHARTER SCHOOL,MASTERY PREP ELEMENTARY CHARTER SCHOOL,1801 W PIKE ST,19140,(215) 866-0067,ELEMENTARY SCHOOL,K-3,602,2,CHARTER,418
-8348038.10639357,4881859.66369706,126511624,3445,,MAST III CHARTER SCHOOL,MAST III CHARTER SCHOOL,1 CROWN WAY,19154,(267) 348-1100,ELEMENTARY SCHOOL,K-11,1328,2,CHARTER,419
-8369367.80009457,4867691.33204562,126510929,3446,,PHILADELPHIA HEBREW PUBLIC CHARTER SCHOOL,PHILADELPHIA HEBREW PUBLIC CHARTER SCHOOL,3300 HENRY AVE,19129,(267) 225-1511,ELEMENTARY SCHOOL,K-2,614,2,CHARTER,420
-8367912.62982483,4854361.05161429,,,,PHILADELPHIA PERFORMING ARTS CHARTER: STRING THEORY (E. CAMPUS),PHILADELPHIA PERFORMING ARTS CHARTER: STRING THEORY (E. CAMPUS),2407 S BROAD ST,19148,(215) 278-2460,ELEMENTARY SCHOOL,K-1,,2,CHARTER,421
-8357293.42115254,4878759.2306823,300513605,,,FOX CHASE FARMS,FOX CHASE FARMS,8500 PINE RD,19111,(215) 400-3310,UNGRADED,UNGRADED,,1,DISTRICT,422
-8362196.34106667,4863287.22508159,326510730,,,LIGUORI ACADEMY,LIGUORI ACADMY,2343 E TUCKER ST,19125,(267) 571-1952,HIGH SCHOOL,9-12,,3,PRIVATE,423
-8366590.40686019,4875746.61009813,226512587,,,NEW MEDINA LEARNING INSTITUTE,NEW MEDINA LEARNING INSTITUTE,"7401 LIMEKILN PIKE, 2ND FLOOR",19138,(215) 298-9994,ELEMENTARY/MIDDLE/HIGH,K-12,,3,PRIVATE,424
-8362744.05297098,4870124.229381,126513452,8205,3414,OLNEY HIGH SCHOOL,OLNEY HIGH SCHOOL,100 W DUNCANNON AVE,19120,(215) 400-9140,HIGH SCHOOL,9-12,1036,1,DISTRICT,425
-8371763.2454937,4861148.5080713,126510010,7750,3368,BELMONT ELEMENTARY CHARTER,BELMONT CHARTER SCHOOL,4030 BROWN ST,19104,(215) 823-8208,ELEMENTARY/MIDDLE/HIGH,K-12,928,2,CHARTER,426
-8374940.54950785,4858934.24386068,185515523,7981,3388,BOYS LATIN OF PHILADELPHIA CHARTER,BOYS LATIN OF PHILADELPHIA CHARTER SCHOOL,5501 CEDAR AVE,19143,(215) 387-5149,HIGH SCHOOL,9-12,768,2,CHARTER,427
-8368738.60752965,4862765.28049638,,,2310,ACHIEVE ACADEMY,"ACHIEVE ACADEMY
",1435 N 26TH ST,19121,(215) 684-5080,MIDDLE/HIGH,6-12,49,1,CONTRACTED,428
-8363055.76477182,4868157.14051908,,8120,3820,ACHIEVE ACADEMY EAST,ACHIEVE ACADEMY EAST,4224 N FRONT ST,19140,(267) 335-4764,MIDDLE/HIGH,6-12,46,1,CONTRACTED,429
-8366611.84052251,4857020.89482934,126513160,7575,3306,CHRISTOPHER COLUMBUS CHARTER,CHRISTOPHER COLUMBUS CHARTER SCHOOL,916 CHRISTIAN ST,19147,(215) 925-7400,ELEMENTARY SCHOOL,K-4,817,2,CHARTER,430
-8360838.55397192,4866619.89520557,126512840,7510,3301,COMMUNITY ACADEMY OF PHILADELPHIA,COMMUNITY ACADEMY OF PHILADELPHIA CHARTER SCHOOL,1100 E ERIE AVE,19124,(215) 533-6700,ELEMENTARY/MIDDLE/HIGH,K-12,1251,2,CHARTER,431
-8363008.48109136,4868155.16847569,,,3190,CROSSROADS @ HUNTING PARK,CROSSROADS AT HUNTING PARK,4224 N FRONT ST,19140,(215) 400-9060,ELEMENTARY SCHOOL,3-6,25,1,DISTRICT,432
-8372397.13829261,4861497.15520236,,,8690,CROSSROADS ACCELERATED ACADEMY,CROSSROADS ACCELERATED ACADEMY,4300 WESTMINSTER AVE,19104,(215) 400-9070,MIDDLE/HIGH,7-10,55,1,DISTRICT,433
-8362534.88407125,4872726.67738448,126513100,7564,3307,DE HOSTOS CHARTER SCHOOL,EUGENIO MARIA DE HOSTOS CHARTER SCHOOL,6301 N 2ND ST,19120,(215) 455-2300,ELEMENTARY/MIDDLE,K-8,697,2,CHARTER,434
-8372790.25428719,4862651.09548276,126510011,7775,3372,DISCOVERY CHARTER SCHOOL,DISCOVERY CHARTER SCHOOL,4700 PARKSIDE AVE,19131,(215) 879-8182,ELEMENTARY/MIDDLE,K-8,641,2,CHARTER,435
-8367838.77315603,4863703.82794437,126518547,8150,3412,DOUGLASS MASTERY CHARTER,MASTERY CHARTER SCHOOL AT DOUGLASS,2118 W NORRIS ST,19121,(215) 684-5063,ELEMENTARY/MIDDLE,K-8,559,2,CHARTER,436
-8360792.04331559,4865256.63820995,,,3510,EL CENTRO DE ESTUDIANTES,EL CENTRO DE ESTUDIANTES (BIG PICTURE),3360 FRANKFORD AVE,19134,(267) 687-1172,HIGH SCHOOL,9-12,146,1,CONTRACTED,437
-8363728.39176625,4868113.48462424,126513440,7665,3333,ESPERANZA ACADEMY CHARTER,ESPERANZA ACADEMY CHARTER SCHOOL,301 W HUNTING PARK AVE,19140,(215) 457-3667,HIGH SCHOOL,9-12,2246,2,CHARTER,438
-8368738.60752965,4862765.28049638,,,8080,EXCEL ACADEMY NORTH,EXCEL ACADEMY NORTH,1435 N 26TH ST,19121,(215) 684-5080,HIGH SCHOOL,9-12,189,1,CONTRACTED,439
-8356268.31704373,4867013.91146737,126510014,7777,3366,MARITIME ACADEMY CHARTER,MARITIME ACADEMY CHARTER SCHOOL (MACS),2275 BRIDGE ST,19137,(215) 535-4555,ELEMENTARY/MIDDLE/HIGH,K-8,833,2,CHARTER,440
-8353987.36652672,4868543.74898046,126513117,,3440,MAST COMMUNITY CHARTER II,MAST COMMUNITY CHARTER SCHOOL II,6501 NEW STATE RD,19135,(267) 526-0005,ELEMENTARY/MIDDLE/HIGH,3-12,1903,2,CHARTER,441
-8366630.60285488,4867531.04821406,126519644,8259,3420,MASTERY CHARTER @ CLEVELAND,MASTERY CHARTER SCHOOL AT CLEVELAND,3701 N 19TH ST,19140,(215) 227-5042,ELEMENTARY/MIDDLE,K-8,699,2,CHARTER,442
-8365731.3300135,4865331.17974612,126511748,8208,3415,MASTERY CHARTER @ CLYMER,MASTERY CHARTER SCHOOL AT CLYMER,1201 W RUSH ST,19133,(215) 223-2243,ELEMENTARY SCHOOL,K-6,417,2,CHARTER,443
-8366338.02866967,4868007.49794994,126513734,8207,3416,MASTERY CHARTER @ GRATZ HIGH,MASTERY CHARTER SCHOOL AT GRATZ,1798 W HUNTING PARK AVE,19140,(215) 227-4408,MIDDLE/HIGH,7-12,1097,2,CHARTER,444
-8369740.35605826,4855550.78488841,126512960,7540,3313,PREPARATORY CHARTER SCHOOL,"PREPARATORY CHARTER SCHOOL OF MATHEMATICS, SCIENCE, TECHNOLOGY AND CAREERS",1928 POINT BREEZE AVE,19145,(215) 334-6144,HIGH SCHOOL,9-12,590,2,CHARTER,445
-8373301.59499191,4855528.67577705,126510008,7684,3359,RICHARD ALLEN PREPARATORY,RICHARD ALLEN PREPARATORY CHARTER SCHOOL,2601 S 58TH ST,19143,(215) 878-5144,MIDDLE SCHOOL,5-8,309,2,CHARTER,446
